874.51,-47.36,582.52,0.21,-3.24,-0.56
788.57,29.30,583.01,14.39,6.73,-15.33
782.71,-86.43,481.45,1.84,-7.05,-5.39
744.14,-36.62,439.45,6.30,-7.85,-6.47
913.09,-41.02,610.35,-11.92,-4.31,-1.30
883.79,-479.49,441.41,22.66,-7.62,1.16
956.05,-425.78,321.29,-4.99,-25.11,34.60
370.61,-1053.71,71.78,32.62,-14.60,49.80
-84.96,-820.80,-533.20,67.92,-6.53,58.12
735.84,-287.60,-258.79,69.96,-13.35,59.30
718.75,-417.48,338.38,85.37,-5.81,38.98
1258.30,73.73,823.24,41.63,-10.15,22.13
808.59,265.62,280.76,25.69,-1.33,2.46
942.87,380.86,848.14,-15.63,10.33,-10.89
944.34,187.50,713.38,-12.05,29.37,-20.05
815.92,-41.02,811.04,-28.11,22.76,-42.55
439.94,299.80,477.54,25.76,18.80,-39.75
910.16,7.32,798.83,-11.40,0.44,-25.01
973.63,-178.71,542.97,2.70,1.44,-13.60
1023.44,45.90,58.59,-6.60,-19.24,-5.08
976.07,-92.77,277.83,-2.70,-10.84,1.15
1097.17,137.70,442.38,-14.57,-2.43,-9.20
1129.39,-188.48,-227.54,-18.87,-4.93,2.76
1039.06,-336.91,-784.67,-23.92,-27.18,7.81
1278.81,-340.33,578.61,-28.59,-29.84,26.32
957.03,-89.36,20.51,-4.34,-35.05,38.40
467.77,228.03,403.32,-2.98,-20.50,31.67
1187.99,7.81,1671.39,-31.73,-7.82,16.60
293.46,-322.27,-248.05,21.90,8.98,-2.09
924.80,257.81,558.59,12.21,14.18,-6.04
815.92,-102.54,624.51,-5.82,16.21,2.60
885.25,-85.45,496.58,-21.65,-17.24,2.52
916.02,-18.55,412.11,-11.86,-17.37,1.37
903.32,-21.48,710.94,6.50,-2.46,5.21
992.68,97.17,619.63,-18.19,68.19,-12.43
